sentence,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21,label_22,label_23,label_24,label_25,label_26,label_27,label_28,label_29,label_30,label_31,label_32
Chất_lượng sản_phẩm : oke đó Tính_năng nổi_bật : được Đúng với mô_tả : được nói_chung màu đẹp oke rất_chi_là được nói_chung lâu_dài thì để xem ntn đã nha nha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy ngon trong tầm giá màn_hình đẹp,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Màn_hình hiển_thị ở mức_độ chấp_nhận được cho công_việc văn_phòng .,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tính_năng nổi_bật : 4g Chất_lượng sản_phẩm : loa trong nghe rõ Đúng với mô_tả : y_chang có game facebook đầy_đủ , chụp ảnh như hồi xưa , pin lâu hết",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Thiết_kế đẹp pin trâu phù_hợp với việc lướt video shoopee kiếm xu , có_thể chơi được nhiều game nhẹ . Chiến liên_quân vẫn ổn nếu cài_đặt cấu_hình thấp , khi cần_thiết có_thể biến thành cực phát wifi .",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Đúng với mô_tả : 0 Tính_năng nổi_bật : 0 Chất_lượng sản_phẩm : bt mua xanh cửa_hàng giao đen chán thật,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Thiết_kế máy đúng như mô_tả , về dịch_vụ của shop thì mình chưa có dịp trải_nghiệm .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"cập_nhật làm mất data backup không nhắc cập_nhật lỗi , mất cài_đặt và ảnh ,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hàng chính hãng . Bao_bì sản_phẩm thùng carton cần phải được đóng_gói và vận_chuyển cẩn_thận hơn . Lúc giao hàng bị móp méo như hình,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"đã nhận được hàng , máy khá mượt ..",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pin hơi yếu nhưng giá rẻ cho 5 sao,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Đúng với mô_tả : đúng Chất_lượng sản_phẩm : tốt Tính_năng nổi_bật : nghe gọi điện_thoại nokia 6310 ( 2025 ) hỗ_trợ sóng 4g màn_hình đẹp loa to rõ_ràng bảo_hành 12 tháng đã mua lần 2 sử_dụng tốt sóng khoẻ , pin hơi yếu chút , giao hàng nhanh , đóng_gói cẩn_thận",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"Color family : desert storage capacity : 256gb giao hàng nhanh , máy tốt , chuẩn chính hãng . sẽ tiếp_tục ủng_hộ nhiềusleek and stylish design , excellent customer service , smooth and seamless user experience , powerful and fast processor ,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Đúng với mô_tả : không đúng lắm Tính_năng nổi_bật : chip khoẻ Chất_lượng sản_phẩm : bình_thường cửa_hàng gửi sai màu yêu_cầu , cam không có góc rộng hơi mờ , sạc fake sạc cũng khá , màn cả 144hz mà lúc sử_dụng được lúc không , cảm_ứng không nhạy lắm , còn lại chip tốt game với tác_vụ cơ_bản cũng khá ngon",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"đánh_giá sẽ có trong 3 ngày nữa , mới nhận được hàng chưa biết dùng ra sao .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Đóng_gói kĩ và giao cũng nhanh lắm điện_thoại còn nguyên seal mới,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
điện_thoại màn lô không vân tay không nên mua nhé lừa đấy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhóm màu : tainghe Dung_lượng lưu_trữ : 16gb máy đẹp , mới , tốt lắm chất_lượng sản_phẩm tốt mọi chức_năng tốt luôn , 5 sao đóng_gói hàng cực_kì cẩn_thận nhé mọi người ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nhân_viên bán hàng trả_lời đúng theo ý của tôi .,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chất_lượng sản_phẩm : tạm pin hơi chai á còn lại test đã cứ 5 * trước cho công_bằng,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mình đặt máy mới 99% mà giao máy cũ 95% tặng thêm 1 pin , không vô được youtube .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Chất_lượng sản_phẩm : như đồ_chơi Đúng với mô_tả : gian_dối Tính_năng nổi_bật : màn_hình xấu màn_hình phân_giải thấp , máy nóng khi sử_dụng , đóng_gói sơ_sài",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dung_lượng lưu_trữ : 32g camera mờ đốm ⚡ Hiệu_suất : mới sử_dụng mà lag lên lag xuống màn_hình lâu_lâu hơi đơ cảm_ứng,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hiệu_năng của máy ở mức có_thể đáp_ứng các nhu_cầu sử_dụng thông_thường .,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kích_cỡ : xl khuyến_nghị 57.5-65 kg Nhóm màu : đen độ bền : nhẹ_nhàng , mềm mịn ,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Đúng với mô_tả : như mô_tả Chất_lượng sản_phẩm : tốt Tôi thích,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nhóm màu : xanh Phân_loại sản_phẩm : dây_cáp ⚡ Hiệu_suất : tốt  Chất_lượng camera : tuyệt_vời  Thời_lượng pin : tốt # # # hài_lòng,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Đóng_gói không chống sốc màn_hình nứt nhẹ . Pin sạc chậm adapter gốc . Ship giao nhầm tên phải xác_nhận lại .,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hai bản galaxy s23 và s23 plus được thiết_kế lại khu_vực camera theo phong_cách của bản cao_cấp nhất . các ống_kính được bố_trí tách_biệt thay_vì nằm trong một cụm như trước . mô_hình cũng cho thấy cả hai mẫu máy sử_dụng ba ống_kính phía sau . góc máy được bo tròn hơn phiên_bản cũ và được sơn bóng .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tệ sai sự_thật sạc không vào pin . sử_dụng sạc gốc cắm cả tiếng đồng_hồ mà pin không lên % nào . giờ thành cục chặn giấy đúng nghĩa .,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhóm màu : màu xanh lá cây Dung_lượng lưu_trữ : 128gb tuổi_thọ pin lâu_dài . , giao hàng nhanh_chóng và an_toàn . , sử_dụng vật_liệu chất_lượng cao . ,",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Color family : xanh ngọc variation 3 : 4g b / 6 4g b phone is as advertised , works well and runs smoothly great device .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Cửa_hàng hỗ_trợ mình xuất hoá_đơn cá_nhân để mình có phiếu bảo_hành đi , không thấy cửa_hàng trả_lời , không vui đâu .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"logistics rất nhanh , dịch_vụ của người bán cũng rất tốt , đây là một micro chính hãng , và hiệu_ứng giảm tiếng ồn rất tốt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Chất_lượng sản_phẩm : tốt Đúng với mô_tả : đúng máy còn ngon . Có sẵn tiếng việt . Ngoại_hình còn đẹp dù là máy cũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chất_lượng sản_phẩm : không tốt sản_phẩm : sản_phẩm chất_lượng kém,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pin có thời_lượng sử_dụng tương_đương các sản_phẩm cùng phân khúc .,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Độ_phân_giải màn_hình đúng như thông_số nhà_sản_xuất cung_cấp .,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pin đáp_ứng đủ nhu_cầu sử_dụng trong một ngày , quá_trình sạc ở tốc_độ bình_thường .",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pin rất yếu . Sạc đầy để không sử_dụng được 3 ngày pin tự hết .,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tính_năng nổi_bật : mượt_mà Chất_lượng sản_phẩm : tốt Đúng với mô_tả : tuyệt_vời một con điện_thoại gaming có chất_lượng rất tốt_số với giá tiền . Khi mình đặt mua không có thông_tin gì về nfc của máy nên khá lỡ , máy là máy có",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Color : đen-xl vừa_vặn thoải_mái và rộng_rãi , hoàn_hảo cho các hoạt_động thể_thao ,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ê đẹp nha , chắc_tay , máy đẹp lắm luôn , cái màu nó đẹp xuất_sắc , camera thiết_kế tinh_tế như ip 16 promax vậy á . Pin 7000 mah nữa",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mình sử_dụng mới được 2 ngày , hinh thức tạm ổn lướt fookbok , youtobe mượt gọi điện thì thoảng nháy.vân tay không hỏng nhìn_chung được trong tầm giá thôi .",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dù nhận được máy bị chai pin nhưng . Cửa_hàng đã hỗ_trợ rất tốt nhé . Lần sau sẽ tiếp_tục ủng_hộ cửa_hàng,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Điện_thoại sử_dụng rất tốt , lướt web , nghe nhạc , xem phim đều ổn , samsung còn được cái pin khoẻ nữa . Cửa_hàng đóng_gói rất chắc_chắn , nhiều lớp bọc , còn có dán màn_hình , dán mặt sau máy với bên cạnh máy chống xước , lúc nhận được mình bóc ra máy trông như mới luôn mà mua được với giá vậy là quá rẻ . Giao hàng cũng nhanh nữa đặt hôm trước hôm sau là nhận được rồi",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
Sau 1 tuần sử_dụng pin báo không chuẩn pin còn hơn 20% đã sập nguồn rồi mới cắm sạc pin đã lên gần 30% ảo vãi còn lại chưa thấy vẫn đề gì ...,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhóm màu : đen Dung_lượng lưu_trữ : 16gb giá_trị tuyệt_vời cho số tiền bỏ ra ,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Đúng với mô_tả : sản_phẩm hoàn_thiện , mới 100% Tính_năng nổi_bật : thiết_kế đẹp , gọn_nhẹ ! Chất_lượng sản_phẩm : không phù_hợp để chơi game ! thiết_kế đẹp ấn_tượng , rất phù_hợp để làm máy phụ nghe gọi , lướt tiktok , facebook . nhưng không sử_dụng để chơi game rất lag , ai mua chơi game thì cần phải xem_xét kỹ , đừng nghe các youtuber review ! ! !",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chất_lượng sản_phẩm : màn_hình hiển_thị sắc nét trong nhà ; độ sáng tối_đa chưa được kiểm_chứng ngoài_trời .,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sản_phẩm có hiệu_năng quá tốt trong tầm giá , kiểu_dáng đẹp bắt_mắt .",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ánh_sáng : keo tản nhiệt sử_dụng tốt , giao hàng nhanh.nhân viên giao hàng tận tình.lần sau ủng_hộ tiếp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hàng không sửa dụng được cửa_hàng không có trách_nhiệm : ) ) từng đó tiền phải ít mô làm_ăn mà kiểu nớ có ngày đó e đăng lên tiktok cho mọi người tránh bị nha cửa_hàng lên tigm coi đi được 1k tim ròi đó : ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Lỗi cảm_biến thiếu đèn flash không cập_nhật được ,",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mình đã nhận được hàng.máy đẹp keng được cửa_hàng tặng ốp khá dầy_dặn và có cáp sạc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hàng_hoá không đảm_bảo giao tới tay khách_hàng . Phát_sinh sự_cố xử_lý cả tháng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tính_năng nổi_bật : ngon trong tầm giá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Sạc nóng quá sạc nhanh giả sạc lâu , pin giảm nhanh khi sạc ,",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Máy ngon nhưng pin thì quá chán , xài được 2 tiếng phải đem đi sạc nữa rồi .",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Variation 3 : xanh lá variation 1 : likenew 97% tốt !,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Điện_thoại nguyên seal , cầm rất nhẹ_tay ! rất hợp với phái nữ ! hàng nguyên đau nguyên kiện , cửa_hàng bọc kỹ_càng !",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"màu máy : màu đen sản_phẩm : samsung a70 6/12 8gb cửa_hàng bán hàng uy_tín riết chắc tôi hết tiền với cái cửa_hàng này luôn quá_bán đồ gì đâu mà món nào cũng rẻ cũng chất_lượng hết lãnh lương là tôi qua mua liền , đặt online liền hai cái 10 điểm cho cửa_hàng nha nhận hàng rất là ưng_ý luôn chất_lượng tuyệt_vời mà giá_cả thì phải chăng_nữa nhân_viên dễ_thương tư_vấn nhiệt_tình nhé màn_hình tuyệt đẹp bộ_xử_lý nhanh và hiệu_quả giá_trị tuyệt_vời cho số tiền bỏ ra tặng cửa_hàng đủ năm sao",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Đúng với mô_tả : tốt Chất_lượng sản_phẩm : tốt Hàng đúng với mô_tả , giao hàng nhanh_chóng",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Đúng với mô_tả : Phần_mềm đi kèm các tính_năng cơ_bản như đã thông_báo .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"tệ sai_lệch yếu đóng_gói lỏng_lẻo . chăm_sóc khách_hàng tránh trách_nhiệm . ,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Đúng với mô_tả : đúng Chất_lượng sản_phẩm : bình_thường Tính_năng nổi_bật : nghe nói máy thì là ổn_áp , nghe gọi tốt đúng cơ_bản của một chiếc điện_thoại , cơ_mà pin thì hơi nhỏ thì phải .",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nhóm màu : màu đen loại : 1sim tốt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Dễ trầy_xước màu không đúng màn_hình tối , chạy chậm . Nhìn màu trên web là xanh đậm mà khi nhận được lại là xanh nhạt , màn_hình tối hơn quảng_cáo , sử_dụng nặng là bị đơ .",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhóm màu : black Dung_lượng lưu_trữ : 128gb ⚡ Hiệu_suất : màn_hình sống_động ,",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hang mua ve không su dung được . Bat nguon không len .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Ảnh nhận xu , hài_lòng với tốc_độ giao hàng của fpt cửa_hàng",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
thấy cũng ổn mà phải sử_dụng thêm thời_gian nữa còn cường_lực dán ẩu nổi đầy bọt khí miếng dán đu kèm thì cũng bẩn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Điện_thoại sài mượt ngon , sạc 15w siêu nhanh , phản_hồi nhanh không chậm_trễ , nói_chung là rất tốt  ,",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Nhóm màu : desert Dung_lượng lưu_trữ : 256gb bộ_xử_lý mạnh_mẽ và nhanh_chóng , màn_hình lớn với hiển_thị sống_động , giao hàng nhanh_chóng và hiệu_quả , tuổi_thọ pin lâu_dài , dịch_vụ khách_hàng xuất_sắc ,",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Color : đen hàng tốt như cửa_hàng đã mô_tả Xin cám_ơn cửa_hàng nhiều nhé .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Đúng với mô_tả : giống quảng_cáo Chất_lượng sản_phẩm : tốt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Phiên_bản hệ_điều_hành đi kèm là Android 14 .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chất_lượng sản_phẩm : hàng Việt_Nam Đúng với mô_tả : sai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Đúng mô_tả , chất_lượng phải sử_dụng thêm mới đánh_giá được",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Pin không trâu lắm , thiết_kế đẹp . 4 sao cho cửa_hàng",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sản_phẩm đẹp chất_lượng tốt rẻ nên mua mình đã sử_dụng 3 ngày mới vô đánh_giá quá tuuệt còn được tặng đồng_hồ đông bộ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thời_hạn bảo_hành chính hãng được ghi trong phiếu là 12 tháng .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hàng new mà móp ntn là không vui rồi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hiệu_năng kém sau khi khôi_phục cài_đặt . Máy bị lag sau khi reset . Pin bị lỗi phần_mềm . Máy chậm . Pin hết nhanh . Chăm_sóc khách_hàng đổ lỗi tại người sử_dụng,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
chưa đầy dủ phụ_kiện có đầy_đủ phụ_kiện thêm ít tiền nữa thì tốt quá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Giá_cả tương_xứng với cấu_hình và thương_hiệu của sản_phẩm .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Máy khá đẹp , màn lưu ảnh nhưng không khó_chịu lắm , chúc cửa_hàng buôn may bán đắt",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phiên_bản : ram 6/12 8gb mình nhận_xét sau mấy ngày sử_dụng sản_phẩm , rất tuyệt hình ả sáng đẹp lướt rất mượt tốc_độ rất nhanh , loa to âm_thanh hay , pin rất trâu , giá nói_chung vừa tầm đổi lại chất_lượng vừa_lòng mình , rất thích cảm_ơn cửa_hàng nhiều có dịp sẽ ủng_hộ tiếp , mọi người lên mua ủng_hộ shops sản_phẩm này , không làm mọi người thất_vọng đâu , cửa_hàng nhiệt_tình chu_đáo hướng_dẫn vui_vẻ , uy_tín chất_lượng ta , tặng cửa_hàng nghìn sao",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"giao hàng nhanh , đóng_gói kĩ , điện_thoại redmi note 14 màu đen đẹp , sử_dụng mượt , sử_dụng tốt các tác_vụ cơ_bản .",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hình_ảnh chỉ mang tính_chất minh_hoạ sản_phẩm tốt giao hàng nhanh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Đúng với mô_tả : đặt đen giao trắng không thấy báo lý_do Tính_năng nổi_bật : f22 nocam đặt đen giao trắng . Sử_dụng trắng công_trường dễ bẩn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sạc rất chậm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Đơn giá_trị cao mà gây khó_khăn đủ đường , có ý_đồ tráo hàng ăn_trộm ăn_cắp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Camera chụp được ảnh trong điều_kiện ánh_sáng đầy_đủ .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Camera selfie xấu , làm da bị nhựa . Ảnh selfie không tự_nhiên . Làm_đẹp quá_đà . Selfie mịn mất chi_tiết , trông rất giả_tạo . Nhân_viên chăm_sóc khách_hàng thái_độ không tốt .",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Mua về mình bị lỗi ngoại quan , cũng phải chạy hơi xa ~ 15 km , 1h di_chuyển để đổi máy mới , nghỉ nửa ngày làm . Cửa_hàng cho 36h đổi cũng hơi khoai do xa và phụ_thuộc vào thời_tiết , chỗ mình mưa sml ... Định để sử_dụng luôn nhưng apple không bảo_hành vụ cấn gốc này , nên mình đi đổi . Máy thứ 2 đổi thì ngày hôm sau lỗi wifi bật mà không dò được , phải bật_tắt tay , mình đang theo_dõi để xem còn bị không thì đem bão hành hãng vì active rồi : ( (",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tính_năng nổi_bật : tệ Đúng với mô_tả : sai sản_phẩm Chất_lượng sản_phẩm : dỡ tệ sản_phẩm : sản_phẩm không như mô_tả , hàng lỗi hoặc bị hư_hỏng , sản_phẩm chất_lượng kém , sản_phẩm giả_mạo bán hàng dỏm kém chất_lượng . Mua về không sử_dụng được gì luôn . Mẹ mày bán có tâm dj . Giao đồ cho người ta mà đồ đểu . Không bảo giờ mua nữa . Mọi người né nó ra . Đừq mua hàng của nó",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
