sentence,aspect,sentiment
"Nhóm màu : nhiều màu Dung_lượng lưu_trữ : 128gb điện_thoại đẹp , sử_dụng 1 tuần không thấy lỗi_lầm gì , cửa_hàng cực_kỳ thân_thiện , đáng yêu . Cửa_hàng uy_tín .",Shop_Service,Positive
"lần đầu mua máy của cửa_hàng , gửi hàng nhanh , phản_hồi tin nhắn cũng nhanh , máy cũ mà như mới không vết xước , được up từ android 8 lên 9 bao mượt luôn , có test thử game cod noble với bubg khá tốt , pin thì hơi tụt nhanh một_chút nhưng tầm giá_như này là ổn rồi .",Performance,Positive
"cửa_hàng đóng_gói cẩn_thận , máy kích_hoạt bảo_hành chưa cửa_hàng ơi",Packaging,Positive
"Giao hàng tắc_nghẽn cuối tuần , camera thiếu ổn_định . Dịch_vụ khách_hàng vòng_vo , pin yếu khi sync dữ_liệu .",Camera,Negative
"camera kém , ảnh tối và noise nhiều . khác với mô_tả , màu_sắc không giống quảng_cáo . tính_năng chụp chân_dung bị lỗi . hiệu_năng mượt tạm nhưng pin xuống nhanh , đóng_gói có vết hỏng , ship mất 1 tuần",Battery,Negative
"máy đẹp , pin cao , áp_suất căng , chủ cửa_hàng trả_lời tn nhiệt_tình , giao hàng nhanh",Shop_Service,Positive
Đúng với mô_tả : máy mới rất đẹp,Design,Positive
"Nhóm màu : desert Dung_lượng lưu_trữ : 256gb giao hàng nhanh_chóng và hiệu_quả , hiệu_suất máy_ảnh ấn_tượng ,",Camera,Positive
Đúng với mô_tả : đúng mô_tả Chất_lượng sản_phẩm : chất_lượng sản_phẩm chấp_nhận trong tầm giá Tính_năng nổi_bật : sản_phẩm 2 sim có nfc đóng_gói chắc_chắn nguyên kiện . Sử_dụng chấp_nhận trong tầm giá,General,Positive
"Vật_liệu hoàn_thiện thân máy ở mức khá . Màn_hình có độ_phân_giải tiêu_chuẩn , không quá sắc nét nhưng đủ chi_tiết .",Display,Neutral
Nên mua cửa_hàng này nhé . Vote cửa_hàng 5 star . Chế_độ bảo_hành cũng tuyệt_vời nhé ! lần sau sẽ ủng_hộ cửa_hàng tiếp,Shop_Service,Positive
Máy ổn trong tầm giá !,Price,Positive
"Hàng nguyên seal , đóng_gói cẩn_thận chu_đáo , mỗi_tội thời_gian giao hàng hơi lâu , cửa_hàng phục_vụ rất chu_đáo . Đã đặt mua cái thứ hai hộ chị bạn .",Shipping,Negative
Nhóm màu : desert Dung_lượng lưu_trữ : 256gb  Chất_lượng camera : xuất_sắc và đẹp lắm ạ giao nhanh & đóng_gói kĩ nữa năm nào cũng tin_tưởng laz ,Camera,Positive
Pin thì hư . Lấy hàng thì trả tiền liền mà trả hàng có nhận được tiền lại không hay mất cả 2 thì chưa biết nhưng chắc_chắn 1 điều trả hàng lại và nhận được tiền là rất lâu vì_vậy tôi phải tự đi thay pin mới,Battery,Negative
"Pin tụt quá nhanh . Mô_tả về hiệu_năng lừa_đảo . Máy nóng ran . Pin chỉ sử_dụng 3 tiếng là hết . Hiệu_năng tệ , giật liên_tục . Đóng hàng cẩu_thả không chống sốc . Chăm_sóc khách_hàng không phản_hồi",Battery,Negative
Chăm_sóc khách_hàng hỗ_trợ tiếng việt kém . Hiệu_năng ram đầy nhanh . Đóng_gói giấy mỏng dễ rách .,Shop_Service,Negative
Màu_sắc : bạc Phân_loại : nguyên seal tính_năng : tốt chất_lượng : 5s ao,General,Positive
điện_thoại đẹp sử_dụng mượt_mà riêng màn_hình hết_sức đẹp,Design,Positive
"Chất_lượng sản_phẩm : sử_dụng tốt Đúng với mô_tả : như mô_tả Tính_năng nổi_bật : đẹp điện_thoại rất đẹp , thiết_kế tinh_xảo , mua cho ba_mẹ sử_dụng rất ổn .",Design,Positive
Tính_năng nổi_bật : xem phim đã mua về chỉ để xem phim trước khi ngủ sau 20 ngày không sử_dụng được nữa cứ bật lên một lát là mặt sau vùng camera nóng kinh máy đơ treo màn tóm_lại là nằm một cục vứt đi thấy cửa_hàng cũng liên_quan thế linh nên mua thử mà ai dè mua phải cái này,Display,Negative
"Màu_sắc : xanh than sản_phẩm tốt , nhưng không sử_dụng được sim 4g mobifone",General,Negative
"đẹp mới chính hãng máy sở_hữu kích thướt màn_hình lớn , độ_phân_giải cao , cửa_hàng rất chuyên_nghiệp , từ cách tư_vấn đến lúc nhận được hàng từ cửa_hàng mọi thứ đều ổn . có điểm trừ là anh shiper hơi khó_tính chút nhưng không sao vì đó không phải là lỗi của cửa_hàng . vì_vậy vẫn cho cửa_hàng 5 sao để ủng_hộ cửa_hàng .",Shipping,Negative
Đúng với mô_tả : ₫úng nhu hình Chất_lượng sản_phẩm : chua dung nen chua biết sao máy mở nguồn lâu hợp với giá tiền,Price,Positive
"màu máy : màu đen mới 99% cửa_hàng bán hàng uy_tín riết chắc tôi hết tiền với cái cửa_hàng này luôn quá_bán đồ gì đâu mà món nào cũng rẻ cũng chất_lượng hết lãnh lương là tôi qua mua liền , đặt online liền hai cái 10 điểm cho cửa_hàng nha nhận hàng rất là ưng_ý luôn chất_lượng tuyệt_vời mà giá_cả thì phải chăng_nữa nhân_viên dễ_thương tư_vấn nhiệt_tình nhé màn_hình tuyệt đẹp bộ_xử_lý nhanh và hiệu_quả giá_trị tuyệt_vời cho số tiền bỏ ra tặng cửa_hàng đủ năm sao",Performance,Positive
"camera macro chụp ko lấy nét đc , vô_dụng . chăm_sóc khách_hàng chỉ biết xin_lỗi , ko có hành_động cụ_thể . ship hàng sai địa_chỉ .",Shop_Service,Negative
"Hàng nguyên seal , đóng_gói cẩn_thận chu_đáo , mỗi_tội thời_gian giao hàng hơi lâu , cửa_hàng phục_vụ rất chu_đáo , trả_lời và giải_thích nhanh và rõ_ràng",Packaging,Positive
"Chất_lượng sản_phẩm : tốt Đúng với mô_tả : đúng Tính_năng nổi_bật : gọi cửa_hàng giao hàng nhanh_chóng , sản_phẩm cảm_thấy vừa_ý , tuy_nhiên mua lần đầu nên không biết sản_phẩm sẽ như_thế_nào , tôi sẽ trải_nghiệm thử sản_phẩm mới biết được chất_lượng của nó .",Shipping,Positive
"Phần_mềm hệ_thống hoạt_động ổn_định , không có tính_năng nào quá nổi_trội . Hiệu_năng ở mức đủ dùng .",Performance,Neutral
"Chơi game thì giật lag , hoàn_trả lại thì nó đập_tan cái điện_thoại mình ra , rồi bảo mình đập không cho hoàn_trả . Điện_thoại bị gửi lại chưa dùng được gì thì không lên được nguồn , tôi mong các anh_em gặp hãng điện_thoại này thì né càng xa càng tốt . Tôi bị một lần là quá đủ rồi .",Shop_Service,Negative
"Hàng đẹp chất_lượng , giá rẻ , đóng_gói cẩn_thận , giao hàng đúng mẫu đủ số_lượng , mình đã mua nhiều lần rồi , mọi người nên mua nhé . Giao hàng nhanh",Shipping,Positive
Nhóm màu : màu xanh loại : 1sim tốt rất tốt nên mua nhé mọi người pin trâu sử_dụng lâu.giá rẻ hợp_lý .,Battery,Positive
"Đẹp như mới các bác ạ , giá rẻ cấu_hình máy tốt , đầy_đủ chức_năng , có bảo_hành , giao tận nơi . Không có gì để đòi_hỏi hơn về cửa_hàng",Price,Positive
"Bình_thường cũnglười đánh_giá lắm mà được cái điện_thoại ngon , hiệu_suất chơi game coi phim ổn với tầm giá , cửa_hàng tư_vấn với đổi trả bảo_hành nhiệt_tình , do chụp hình review thiếu sáng nên hình hơi xấu chứ ở ngoài máy nét lắm mọi người ơi , sẽ ủng_hộ tiếp",Performance,Positive
Đúng với mô_tả : tệ Chất_lượng sản_phẩm : tệ Mới mua sử_dụng chưa được tháng bị loạn cảm_ứng bây_giờ không trả hàng được . máy bị loạn cảm_ứng,General,Negative
Sao máy tuột pin ghê thế,Battery,Negative
màn_hình đẹp ... chất âm tốt ... mỏng nhẹ đẹp ...,Display,Positive
"Giao hàng tắc_nghẽn cuối tuần , camera thiếu ổn_định . Dịch_vụ khách_hàng vòng_vo , pin yếu khi sync dữ_liệu .",Battery,Negative
"sản_phẩm tốt , chất_lượng đảm_bảo , giao hàng nhanh , thái_độ phục_vụ tốt .",Shop_Service,Positive
Mới nhận được hàng đong goi can thận giao hàng nhanh_chóng hàng tốt,Packaging,Positive
"Color : đen-2 xl thiết_kế phong_cách và hợp_thời trang , rất mỏng rất mỏng rất mỏng rất rất rất mỏng",Others,Neutral
Tự tay đập_hộp hàng chính hãng kích_hoạt chuẩn đét đầy_đủ phụ_kiện ốp sạc cáp que chọc sim . Ngon bổ rẻ là có thật,Price,Positive
Máy sài mượt . Nhưng mỗi lần khi cắm sạc vào thì tắt nguồn .,Performance,Positive
Hiệu_năng xử_lý các tác_vụ cơ_bản ở mức chấp_nhận được .,Performance,Neutral
Nhóm màu : trắng Thời_lượng pin : pin sạc không vào bảo_hành ... Hành người mua là chính . Không thật đâu nhe moi người,Battery,Negative
"Đúng với mô_tả : máy hàng chuẩn . Đúng mô_tả Chất_lượng sản_phẩm : 9.8/10 Tính_năng nổi_bật : máy còn áp xuất . màn_hình đẹp . Khung viền 98% vẫn còn rất đẹp . Pin còn khoảng 3250 cửa_hàng uy_tín . Đã mua nhiều lần ở cửa_hàng cửa_hàng có dán sẵn cường_lực mặt trước cường_lực loại khá tốt . Quà tặng tại nghe 3.5 . Cục xạc nhanh 18w mới_tinh . Cáp cũng mới tình loại tốt . Máy khung viền rất khít không hở , không móp méo , chỉ vài chỗ trầy nhẹ.riêng hai mặt kính hầu_như không trầy rất đẹp . Mọi tính_năng đều sử_dụng tốt cảm_ơn cửa_hàng nhiều . Đang chờ thêm con pixel của cửa_hàng về nữa ",Price,Neutral
Chất_lượng sản_phẩm : pin hoạt_động theo mức dung_lượng được công_bố trong điều_kiện tiêu_chuẩn .,Battery,Neutral
"Hộp rách , phụ_kiện thiếu ốc , pk không đủ . Khác với mô_tả full bộ . Tính_năng bảo_hành online rườm_rà . Máy có vết xước , ship gói sơ_sài",Packaging,Negative
Nhóm màu : màu xanh lá cây Dung_lượng lưu_trữ : 256gb cửa_hàng gói hàng cẩn_thận và giao nhanh . Đủ số_lượng . Chất_lượng tốt,Shipping,Positive
"Chất_lượng sản_phẩm : phần_mềm ổn_định , ít lỗi ; thời_lượng pin thay_đổi tuỳ cường_độ sử_dụng .",General,Neutral
Camera trước chụp bị noise cao pin tụt khi sử_dụng wifi đóng hàng sử_dụng giấy mỏng dễ rách,Battery,Negative
Camera trước over bright pin sạc chậm shipping mất 6 ngày,Battery,Negative
"Máy ổn nhưng là mã za / a không minh_bạch về mã máy đây là vấn_đề rất lớn , ảnh_hưởng đến vấn_đề bảo_hành mọi người cẩn_thận trước khi mua",Shop_Service,Negative
"Cửa_hàng hỗ_trợ mình xuất hoá_đơn cá_nhân để mình có phiếu bảo_hành đi , không thấy cửa_hàng trả_lời , không vui đâu .",Shop_Service,Negative
"Chất_lượng sản_phẩm : điện_thoại sử_dụng nóng , hao pin hơn cả điện_thoại cũ pin thấp của tôi , cửa_hàng không cho đổi , đem kiểm_tra rồi trả lại nói bình_thường",Shop_Service,Negative
Màu_sắc : full nguyên hộp máy sạc đầy_đủ cửa_hàng uy_tín,General,Positive
"Đúng với mô_tả : đúng Tính_năng nổi_bật : gaming , sạc nhánh Chất_lượng sản_phẩm : ổn_áp phân_vân chưa biết mua con điện_thoại tầm trung nào thì tự_nhiên con neo 2 nubia này ra_lò . Phải nói là mua ngay đợt khuyến_mãi quà đầu_tiên thì quá tốt rồi mọi người ơi . Cửa_hàng uy_tín nhé , mới mua lần đầu thấy mall nên cũng không cần tư_vấn gì mà không ngờ ship rất nhanh nội_thành . Chưa từng sử_dụng con nubia nào cả nhưng theo tìm_hiểu thì xin review một_chút có tâm cho các ông : con này cày lâu thì buộc phải cắm sạc nhánh , đỡ nóng pin rất nhiều . Mua thêm sò lạnh kết_hợp nửa mới oke nhé . Còn ông nào than máy nóng quá thì chắc không tìm_hiểu về các dòng gaming phone rồi . Lướt liên_quân bao mượt nhé . Chưa đến 5 củ thế thôi . Camera trước thì xấu thôi rồi . Camera sau tạm ổn . Điện_thoại game mà giá quá tốt nên đừng đòi_hỏi gì camera hết nhé . Xin hết ",Price,Positive
Tính_năng nổi_bật : mượt như gái 18 Đúng với mô_tả : rất đúng luôn Chất_lượng sản_phẩm : tốt Không cần nói nữa nói thật rất là không uy_tín đấy là người ta nói nhưng toi phải cho mười cái 5 sao nha,General,Positive
Màu_sắc : đen Phân_loại : bản 1 sim cửa_hàng uy_tín . Máy đúng 97% và còn áp_suất .,General,Positive
"Mua 2 cái máy của cửa_hàng đều tốt , sử_dụng mướp lắm , cảm_ơn cửa_hàng đã bán đúng sản_phẩm , chất_lượng lắm nha cửa_hàng sẽ còn tiếp_tục ủng_hộ cửa_hàng .",General,Positive
"sau 9 ngày thì hư phím cứng , bảo_hành mất tận 11 ngày , dịch_vụ rất tệ , gửi hàng hoả_tốc mất gần 3 ngày trong khi giáp tỉnh",Shop_Service,Negative
Thời_gian sử_dụng pin sẽ được mình cập_nhật sau . Camera cần được kiểm_tra trong nhiều điều_kiện ánh_sáng khác nhau .,General,Neutral
Màn_hình có độ_phân_giải đúng như trong phần mô_tả chi_tiết .,Display,Neutral
"lag lắm , 500k thôi là hợp_lí , gần 800 thì hơi đắt",Performance,Negative
"pin tụt nhanh dùng làm máy chính thì không ổn lắm , đóng_gói quá Sơ_sài , ship muộn tận 5 ngày dù trong tphcm , chăm_sóc khách_hàng lúng_túng trả_lời lâu",Shop_Service,Negative
Mình cần thêm thời_gian để trải_nghiệm phần_mềm . Pin của máy là 5000mAh .,Battery,Neutral
"Pin sạc rất lâu đầy . Tốc_độ sạc chậm hơn hãng khác . Sạc chậm , chờ_đợi lâu . Sạc từ 10% lên 100% mất gần 3 tiếng , rất bất_tiện . Đóng hàng hơi mỏng_manh",Packaging,Negative
Hiệu_năng lag khi mở nhiều app . Máy dễ nóng lên . Pin tụt nhanh sạc rất lâu . Chơi game giật liên_tục . Đóng hàng không có màng bọc chống sốc . Giao hàng trễ 3 ngày,Packaging,Negative
Điện_thoại lỗi sập nguồn liên_tục mang đi tiệm sửa không sửa được mới mua sử_dụng chưa được 1 ngày,General,Negative
"Tệ sai không có shipping ì_ạch . Đóng_gói hỏng nặng , hộp thủng . ,",Shipping,Negative
shipping tính phí cao ko rõ_ràng . phí vận_chuyển đắt . chi_phí cao . phí ship quá đắt so vs giá_trị hàng . hiệu_năng nóng,Performance,Negative
hiệu_năng yếu_kém . thường_xuyên bị quá_tải . chăm_sóc khách_hàng thờ_ơ . lag lòi cả mắt không làm_ăn gì được . pin thì mau hết . chăm_sóc khách_hàng chỉ biết xin_lỗi suông không giải_quyết,Performance,Negative
Màu_sắc : đen Phân_loại : nguyên seal . Không sạc nhanh được . Sạc rất lâu .,Battery,Negative
Sản_phẩm tốt trong tầm giá.không biết do nguyên_nhân gì có phản_ánh người nghe cuộc_gọi là loa rè.còn lại mọi thứ bt,Price,Positive
"Màu_sắc : xám cấu_hình : ram 8 g +256 g ngoại_hình máy còn zin đẹp . Chất_lượng tốt , giống mô_tả . Rất an_tâm khi chọn đúng cửa_hàng uy_tín . Mình từng mua và từng trả hàng nhưng thấy cửa_hàng hỗ_trợ tốt như cam_kết nên mọi người yên_tâm",Design,Positive
Màn_hình có kích_thước 6.7 inch và độ_phân_giải Full_HD + .,Display,Neutral
cửa_hàng hỗ_trợ siêu nhiệt_tình ạ . tư_vấn tốt cho đổi màu theo yêu_cầu của khách . mua giảm_giá hơn so với ở cửa_hàng .,Price,Positive
"Pin chai chỉ sau 1 tháng sử_dụng . Hiệu_năng không ổn_định , thỉnh_thoảng bị lag khó_chịu . Đóng_gói cẩu_thả , hộp móp méo không nguyên_vẹn .",Battery,Negative
"Nhóm màu : xanh dương Dung_lượng lưu_trữ : 128gb giao hàng nhanh_chóng và an_toàn . , tuổi_thọ pin lâu_dài . , chất_lượng camera ấn_tượng ! ,",Shipping,Positive
Nhóm màu : desert Dung_lượng lưu_trữ : 256gb  Thời_lượng pin : tốt  Chất_lượng camera : chính hãng miễn bàn ⚡ Hiệu_suất : hàng new rất tốt tin_tưởng cửa_hàng bán chính hãng,Battery,Positive
"Về độ bền của mặt lưng , cần phải có thời_gian sử_dụng mới biết được .",Design,Neutral
Nhóm màu : màu xanh da_trời mua cho ông_bà sử_dụng hợp_lý lắm luôn nha cửa_hàng uy_tín chất_lượng tốt,General,Positive
"Cửa_hàng có gọi điện xác_nhận trước khi gửi , gói hàng cẩn_thận .. điện_thoại đúng như mô_tả . Cửa_hàng uy tín.mọi người cần điện_thoại cũ thì có_thể tham_khảo cửa_hàng này nhé .",Packaging,Positive
Điện_thoại đơ . Cảm_hứng có chỗ không ấn được,Display,Negative
Màu_sắc : vàng giá_cả : đẹp độ bền : đẹp Thời_lượng pin : đẹp,Design,Positive
Đúng với mô_tả : yes Tính_năng nổi_bật : sạc nhánh Chất_lượng sản_phẩm : ngoại_hình hơi xước xíu tổng_thể máy rất hài_lòng máy hiệu_năng cao hơi nóng có sạc nhánh vừa chơi sạc không chai pin màn_hình dài đọc wed khá đã ( mặc_dù đặt màn ám nhẹ giờ chưa thấy nó ám icon ; ) ) ) ) cảm_ơn cửa_hàng nha vì giữ đúng lời hứa : ) ) ) ),Design,Negative
"Đúng với mô_tả : tốt Tính_năng nổi_bật : tốt Chất_lượng sản_phẩm : tốt Nhắn_tin cửa_hàng liên_hệ cửa_hàng phản_hồi rất chậm , không tích_cực .",Shop_Service,Negative
pin sạc đầy mất gần 5 tiếng . camera selfie da xỉn không đều màu . đóng_gói thiếu hướng_dẫn sử_dụng .,Battery,Negative
"Máy đẹp , mới_tinh luôn . Chất_lượng quá tốt . Với cấu_hình và giá thị_trường thì cửa_hàng bán giá quá hợp_lý . Hàng chuẩn nguyên zin , chụp hình đẹp , chơi game hơi bị ngon , máy y_như hình mình chụp . Đây là sản_phẩm mình ưng_ý nhất từ trước đến giờ khi mua online . Sẽ ủng_hộ cửa_hàng đơn hàng tiếp_theo",Camera,Positive
Pin có_thể dùng được gần một ngày với các tác_vụ cơ_bản . Giao hàng trong khoảng thời_gian dự_kiến .,Battery,Neutral
"Phần_mềm có một_vài ứng_dụng được cài_đặt sẵn , chưa biết có gỡ được không .",General,Neutral
máy không nguyên seal,Packaging,Negative
Tình_trạng : 99% vỏ mới Nhóm màu : vàng chất_lượng rồi tốt,General,Positive
Sản_phẩm giống cửa_hàng mô_tả mọi người cần có mua ủng_hộ sản_phẩm giống quảng_cáo mọi người mua ủng_hộ sản_phẩm màu giống sẽ ủng_hộ cửa_hàng lần sau,General,Positive
May cu ma noi moi . Chan sạc gan hu.den thui . Chi tạm được thoi . Không bietvco ben không . Nhung may lam lai 100/100,General,Negative
Chất_lượng sản_phẩm cập_nhật phần_mềm chậm nhiều lỗi . Đúng với mô_tả bản demo khác bản bán . Tính_năng nổi_bật tính ổn_định phần_mềm tệ . Review sau vài cập_nhật máy vẫn còn lỗi app hay lag . Pin vẫn ổn nhưng hiệu_năng nhiều khi treo . Đóng_gói tốt nhưng vận_chuyển lâu . Chăm_sóc khách_hàng mất thời_gian không chịu trách_nhiệm rõ_ràng,Battery,Positive
Chất_lượng sản_phẩm : tốt Nhận máy sử_dụng tốt cửa_hàng đóng_gói cẩn_thận tháo_lắp dễ_dàng 5 sao nhé cửa_hàng,Packaging,Positive
"Thiết_kế của sản_phẩm không có nhiều thay_đổi so với phiên_bản trước , cảm_giác cầm nắm bình_thường .",Price,Neutral
Đúng với mô_tả : sản_phẩm tốt Chất_lượng sản_phẩm : tốt,General,Positive
"Lần đầu mua hàng giá_trị cao trên sàn , cửa_hàng đóng_gói niêm_phong cẩn_thận , hàng mới nguyên seal , mua giá hời , tất_cả đều tốt ạ",General,Positive
Sản_phẩm : sản_phẩm chất_lượng kém hàng đã sử_dụng rồi . Chất_lượng pin kém nhanh hết pin ... Hàng quá dỏm ? ? ? xin bái_biệt ! !,General,Negative
Phần_mềm sẽ được cập_nhật theo lịch_trình của nhà_sản_xuất,Shipping,Neutral
Hiệu_năng yếu không chạy app mượt . Camera zoom rung lắc . Đóng_gói bọt khí ít sản_phẩm va_đập .,Performance,Negative
"Hàng chính hãng , seal thì nhăn_nheo như bị dán lại . Có_lẽ check máy trước khi gửi khách . Chăm_sóc khách_hàng quá chán , mua hàng onl nhưng hỏi cái gì cũng bắt đem máy ra cửa_hàng . Máy sử_dụng nhanh nóng , lướt shopee 15 20p phải dừng lại vì quá nóng . Pin tụt nhanh . Tai thỏ lướt bên trái là thông_báo , bên phải vẫn là thông_báo . Phải lướt hẳn về góc phải mới mở được tt điều_khiển .",Battery,Negative
"Màu_sắc : màu ngẫu_nhiên sản_phẩm : tuyệt_vời , đã nhận sản_phẩm của cửa_hàng gửi . đúng chuẩn máy đã đặt_hàng , máy mới chính hãng , cửa_hàng uy_tín , sản_phẩm đẹp hợp thoi trang , giá_cả bình_dân . đã sử_dụng 1 thời_gian thấy rất ổn_định . cửa_hàng tư_vấn nhiệt_tình , có tặng rất nhiều voucher hậu_mãi . tháng sau sẽ ủng_hộ cửa_hàng thêm con máy nữa.tặng cửa_hàng 5 sao .",Design,Positive
Pin chỉ trụ 4h nghe nhạc camera macro rung lắc đóng hàng hộp ướt,Camera,Negative
"điện_thoại phù_hợp với tầm giá xem phim hay chơi game cũng ổn , màu khi chụp hình không được sắt nét cho lắm nhưng giá rẻ cũng tốt . có dán sẵn kính cường_lực và ốp lưng trong.cửa hàng cũng tư_vấn nhiệt tình.hình ảnh chỉ để nhận xu",Price,Positive
"Nhóm màu : pink Dung_lượng lưu_trữ : 128gb tính_năng sáng_tạo , chất_lượng máy_ảnh ấn_tượng , hiệu_suất mượt_mà , bóng_bẩy và thanh_lịch , bóng_bẩy và thanh_lịch ,",General,Positive
"Color : đen-l tuyệt_vời cho phong_cách đường_phố , tuyệt_vời cho phong_cách đường_phố , chất_liệu chất_lượng cao , chất_liệu chất_lượng cao ,",Others,Neutral
Mình mới nhận máy nên chưa kiểm_tra hiệu_năng . Pin sạc lần đầu mất khoảng 2 tiếng .,Performance,Neutral
"Máy dựng , bơm dung_lượng , màn_hình lỗi , cam nguyên cục đất mà kh cho trả hàng",Shop_Service,Negative
Đúng với mô_tả : đúng với mô_tả Tính_năng nổi_bật : tốt Chất_lượng sản_phẩm : tốt,General,Positive
chăm_sóc khách_hàng yêu_cầu gửi video camera chụp đêm thiếu chi_tiết pin tụt nhanh,Camera,Negative
Sau một khoảng thời_gian sử_dụng thấy ổn . Không bị lỗi hệ_thống . Nhưng bị một lỗi là màn_hình đốm trắng ( hơi mờ ) . Pin hơn 2400 . Giá 570k cũng được .,Price,Positive
Pin tụt không kiểm_soát . Máy nhận về có bụi trong ống_kính . Máy quá nóng khi đang sạc . Đóng_gói bị móp ở góc hộp . Giao hàng không gọi điện báo trước,Camera,Negative
"Điện_thoại rsản phẩm tốt_giống mô_tả y hình , cửa_hàng uy_tín nha , giao hàng nhanh nữa . Đóng_gói hàng kĩ , sẽ quay lại ủng_hộ cửa_hàng lần tiếp_theo , nếu_như sử_dụng tốt . Rất thích nhân_viên bên ghn hài_lòng .",Packaging,Positive
"Kém chất_lượng màu_sắc khác hoàn_toàn không có sạc nhanh ,",Design,Negative
"Nhóm màu : pink Dung_lượng lưu_trữ : 128gb giá_trị tuyệt_vời cho số tiền bỏ ra , khả_năng sạc nhanh ,  Chất_lượng camera : đẹp",Price,Positive
"ngoại_hình đẹp , màu_sắc tươi_tắn , bắt_mắt săn sale được giá rẻ nên khá hài_lòng . sử_dụng thời_gian sẽ đánh_giá lại",Design,Positive
Dịch_vụ khách_hàng của shop phản_hồi các thắc_mắc ở mức cơ_bản .,Shop_Service,Neutral
viền màn_hình dễ bong khác hoàn_toàn so với mô_tả bluetooth hay bị ngắt kết_nối,Design,Negative
Giá rẻ hàng rất tốt_giống như mô_tả cảm_ơn cửa_hàng lần sau ủng_hộ tiếp,Price,Positive
"hàng giao nhanh đóng_gói cẩn_thận còn nói về sản_phẩm thì điện_thoại này rất đẹp có hỗ_trợ 4g chữ to rõ dễ đọc , nói_chung thì rất tốt , còn độ bền mình mới mua nên chưa biết . tặng cửa_hàng 5 sao ⭐⭐⭐⭐ ⭐",Shipping,Positive
Mình chưa có nhu_cầu liên_hệ với bộ_phận chăm_sóc khách_hàng nên chưa đánh_giá được .,Shop_Service,Neutral
"Màu_sắc : màu ngẫu_nhiên sản_phẩm : đã nhận được hàng rồi ạ.không có gì để chê , nói_chung là , rất ưng_ý , mẫu_mã đẹp , cấu_hình ổn . nhân_viên dễ xương tư_vấn nhiệt_tình . cảm_ơn cửa_hàng nhee , tặng cửa_hàng 5 sao ,",Shop_Service,Positive
Dung_lượng pin được ghi trên hộp là 4500mAh .,Packaging,Neutral
Chất_lượng sản_phẩm : camera và pin vận_hành theo thông_số tiêu_chuẩn .,Battery,Neutral
Đơn_vị vận_chuyển được sử_dụng là Viettel_Post .,Shipping,Neutral
"Ngoại_hình sản_phẩm tốt , điện_thoại sử_dụng mượt , cửa_hàng chuẩn_bị hàng nhanh , hỗ_trợ tư_vấn khách_hàng nhiệt_tình",Performance,Positive
"Nhóm màu : xanh mình tin sử_dụng oppo từ 2019 đến giờ , mỗi lần muốn mua điện_thoại là xem oppo đầu_tiên . trộm_vía sử_dụng đó giờ chưa bị hư_hỏng phải đi tiệm lần nào . chỉ có bị full dung_lượng thôi . kakaka đang sử_dụng máy viết review luôn nên không chụp được hình . hình_ảnh nhận xuuuuu",General,Positive
"cửa_hàng làm_ăn như cứt , giao cho máy dính tài_khoản google chủ cũ xong bảo mang đi xửa rồi tài_trợ 50k mà xong lặn luôn như cái đồng_bằng làm bố sửa mất 250k",Shop_Service,Negative
hiệu_năng tệ . ko đúng với hình_ảnh . pin yếu . máy lag liên_tục . pin ko trâu . đóng_gói chỉ bằng giấy bọc . ship trễ 3 ngày,Shipping,Negative
"Nhóm màu : xanh Phân_loại sản_phẩm : 12/5 12gb sản_phẩm mới xịn xò , phiếu bảo_hành đầy_đủ máy mượt . nhưng tuột pin nhanh quá , sạc đầy chưa sử_dụng gì nhiều mà tuột hết 10% .",Shop_Service,Positive
Dung_lượng lưu_trữ : bản ram 4g b / 6 4g b sai thu xem roi danh_gia nhung co ve pin tuot hoi nhanh,Battery,Negative
"Pin tụt nhanh dù chỉ sử_dụng t / gian ngắn , hiệu_năng kém , máy lag giật thường_xuyên khi chơi game nặng . Đóng hàng sơ_sài , hộp móp méo khi nhận . Chăm_sóc khách_hàng trả_lời chậm .",Shop_Service,Negative
"Đúng với mô_tả : tốt Chất_lượng sản_phẩm : tốt Tính_năng nổi_bật : tốt Sản_phẩm tốt , tốt với tầm giá này",Price,Positive
"Thiết_kế không có gì nổi_bật , mức giá trung_bình .",Price,Neutral
Đã nhận được hàng . Cửa_hàng giao hàng nhanh . Hàng giao đúng mẫu . Cửa_hàng đóng_gói hàng cẩn_thận .,Shipping,Positive
"Màu_sắc : desert Dung_lượng lưu_trữ : 256gb nhiều tuỳ chọn màu_sắc , giao hàng nhanh_chóng và hiệu_quả , bộ_xử_lý mạnh_mẽ và nhanh_chóng ,",Performance,Positive
"Sản_phẩm được giao đúng hẹn , bao_bì bên ngoài không có dấu_hiệu bất_thường .",Packaging,Neutral
"Chất_lượng rất tệ , mở được 1 lần sau đó sập rồi không_thể khởi đọng 1 lần nữa . Sử_dụng làm xác thì oke chứ cam , loa , màn_hình nát cả rồi .",Display,Negative
Nhóm màu : màu xanh ngọc khả_năng lưu_trữ : 128gb máy đẹp như mới . Không một vết xước nha . Sử_dụng tốt . Mỗi_tội 1 sim nhưng đổi lại có sóng 5g,Design,Positive
Máy thiết_kế đẹp pin trâu mượt_mà có đèn led và hỗ_trợ chơi game mobile tốt giá hợp_lý 6tr vậy là quá ngon cmnl có_điều kiếm ốp lưng với cường_lực và linh_kiện khó,Battery,Positive
